"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)"
25.08.2016 07:10:00,995.67,17.10,290.62,13.10,77.30,19.53,15.10,4.43,9.49,15.16,1188.12,0.52,1.00,190.70
25.08.2016 07:20:00,995.64,18.19,291.71,13.32,73.20,20.92,15.31,5.61,9.62,15.38,1183.55,0.44,0.80,138.60
25.08.2016 07:30:00,995.63,19.12,292.65,13.44,69.62,22.17,15.44,6.74,9.70,15.51,1179.71,0.51,1.16,148.00
25.08.2016 07:40:00,995.63,19.87,293.40,13.60,67.12,23.23,15.59,7.64,9.80,15.66,1176.62,0.45,0.86,153.80
25.08.2016 07:50:00,995.64,20.36,293.89,13.69,65.51,23.95,15.69,8.26,9.86,15.76,1174.62,0.53,1.08,194.60
25.08.2016 08:00:00,995.60,20.70,294.23,13.78,64.54,24.45,15.78,8.67,9.92,15.85,1173.18,0.59,1.20,193.50
25.08.2016 08:10:00,995.60,21.47,295.00,13.80,61.63,25.64,15.80,9.84,9.93,15.87,1170.10,0.98,2.14,140.50
25.08.2016 08:20:00,995.52,21.69,295.23,13.81,60.86,25.99,15.81,10.17,9.94,15.89,1169.13,1.35,2.16,143.40
25.08.2016 08:30:00,995.44,22.03,295.58,13.81,59.59,26.53,15.81,10.72,9.94,15.88,1167.68,1.84,2.56,150.90
25.08.2016 08:40:00,995.33,22.49,296.05,14.08,58.98,27.28,16.09,11.19,10.12,16.17,1165.61,1.47,2.24,148.70
25.08.2016 08:50:00,995.29,22.98,296.54,14.22,57.79,28.11,16.24,11.86,10.21,16.32,1163.57,1.51,2.32,147.60
25.08.2016 09:00:00,995.23,23.22,296.79,14.22,56.94,28.52,16.24,12.28,10.21,16.31,1162.57,1.92,2.60,142.70
25.08.2016 09:10:00,995.12,23.34,296.92,14.21,56.51,28.72,16.23,12.49,10.21,16.31,1161.96,2.49,3.76,124.50
25.08.2016 09:20:00,994.98,23.73,297.32,14.17,55.06,29.41,16.19,13.21,10.18,16.27,1160.30,2.56,4.48,174.70
25.08.2016 09:30:00,994.90,24.28,297.88,14.30,53.70,30.39,16.32,14.07,10.27,16.40,1158.00,1.72,2.84,163.00
25.08.2016 09:40:00,994.88,25.04,298.64,14.39,51.63,31.80,16.42,15.38,10.33,16.50,1154.98,1.66,3.54,154.90
25.08.2016 09:50:00,994.84,25.52,299.12,14.13,49.34,32.72,16.15,16.58,10.16,16.23,1153.19,1.74,3.56,172.50
25.08.2016 10:00:00,994.75,25.86,299.47,13.92,47.70,33.39,15.93,17.46,10.02,16.01,1151.88,2.06,3.08,146.70
25.08.2016 10:10:00,994.61,26.31,299.93,13.59,45.47,34.29,15.59,18.70,9.81,15.68,1150.13,2.44,3.36,170.40
25.08.2016 10:20:00,994.44,26.75,300.39,13.40,43.75,35.19,15.39,19.79,9.69,15.48,1148.33,2.26,3.32,184.70
25.08.2016 10:30:00,994.30,27.10,300.75,13.32,42.65,35.92,15.32,20.60,9.64,15.41,1146.86,1.74,3.26,172.40
25.08.2016 10:40:00,994.23,27.76,301.42,12.91,39.95,37.33,14.91,22.42,9.38,15.00,1144.45,1.55,2.48,171.20
25.08.2016 10:50:00,994.04,28.17,301.85,12.35,37.59,38.23,14.37,23.86,9.04,14.46,1142.90,1.79,3.18,166.10
25.08.2016 11:00:00,993.90,28.43,302.12,11.86,35.85,38.81,13.91,24.90,8.75,14.00,1141.95,2.95,6.85,132.40
25.08.2016 11:10:00,993.89,28.86,302.55,10.82,32.64,39.79,12.99,26.80,8.17,13.07,1140.72,3.38,6.08,153.30
25.08.2016 11:20:00,993.80,28.97,302.67,10.34,31.40,40.05,12.57,27.47,7.91,12.65,1140.39,2.14,4.22,150.80
25.08.2016 11:30:00,993.63,29.42,303.13,10.15,30.21,41.10,12.42,28.68,7.81,12.50,1138.57,3.15,5.52,174.50
25.08.2016 11:40:00,993.46,29.16,302.89,10.29,30.97,40.49,12.54,27.95,7.89,12.62,1139.30,4.17,6.85,164.70
25.08.2016 11:50:00,993.37,29.28,303.02,10.17,30.50,40.77,12.43,28.33,7.82,12.52,1138.78,2.95,5.16,141.70
25.08.2016 12:00:00,993.34,29.50,303.24,9.86,29.49,41.29,12.18,29.11,7.66,12.26,1138.03,3.09,5.76,125.00
25.08.2016 12:10:00,993.34,29.51,303.25,9.74,29.25,41.31,12.08,29.23,7.60,12.16,1138.04,3.88,5.60,117.50
25.08.2016 12:20:00,993.30,29.82,303.56,9.88,28.99,42.05,12.19,29.86,7.67,12.27,1136.78,3.59,7.04,126.60
25.08.2016 12:30:00,993.27,29.75,303.50,10.68,30.71,41.89,12.86,29.02,8.09,12.95,1136.72,3.05,5.24,130.70
25.08.2016 12:40:00,993.21,30.22,303.97,10.15,28.86,43.03,12.42,30.61,7.81,12.50,1135.08,3.27,5.04,165.90
25.08.2016 12:50:00,993.16,30.50,304.26,10.43,28.93,43.72,12.65,31.07,7.96,12.74,1133.87,2.74,5.02,139.50
25.08.2016 13:00:00,993.10,30.64,304.40,10.16,28.20,44.07,12.43,31.65,7.82,12.52,1133.38,2.40,5.08,141.20
25.08.2016 13:10:00,992.95,30.80,304.58,9.98,27.61,44.48,12.28,32.20,7.73,12.37,1132.67,2.80,5.56,156.90
25.08.2016 13:20:00,992.91,30.77,304.55,10.32,28.28,44.40,12.56,31.85,7.90,12.65,1132.62,2.60,4.64,120.50
25.08.2016 13:30:00,992.82,30.85,304.64,10.00,27.56,44.61,12.29,32.31,7.74,12.38,1132.33,1.95,4.24,87.80
25.08.2016 13:40:00,992.76,31.24,305.03,10.21,27.34,45.61,12.47,33.14,7.85,12.56,1130.74,2.90,6.12,116.40
25.08.2016 13:50:00,992.67,31.27,305.07,9.65,26.29,45.68,12.01,33.67,7.56,12.10,1130.72,2.98,5.18,127.60
25.08.2016 14:00:00,992.62,31.16,304.97,9.23,25.71,45.40,11.67,33.73,7.35,11.76,1131.22,3.14,5.68,112.10
25.08.2016 14:10:00,992.49,31.21,305.03,9.45,26.02,45.53,11.85,33.68,7.46,11.94,1130.81,3.22,5.64,115.10
25.08.2016 14:20:00,992.36,31.47,305.30,9.25,25.30,46.20,11.69,34.51,7.36,11.78,1129.76,2.04,3.64,127.60
25.08.2016 14:30:00,992.30,31.50,305.33,9.37,25.46,46.28,11.78,34.50,7.42,11.88,1129.54,2.83,4.88,100.60
25.08.2016 14:40:00,992.27,31.60,305.44,9.86,26.16,46.55,12.18,34.37,7.67,12.27,1128.97,2.85,4.32,113.50
25.08.2016 14:50:00,992.21,31.64,305.48,10.02,26.39,46.65,12.31,34.34,7.75,12.41,1128.69,2.75,4.40,111.40
25.08.2016 15:00:00,992.08,31.79,305.64,10.58,27.17,47.05,12.78,34.27,8.05,12.89,1127.78,2.15,4.74,115.70
25.08.2016 15:10:00,992.03,31.65,305.51,10.61,27.44,46.68,12.81,33.87,8.07,12.91,1128.23,3.72,6.08,110.50
25.08.2016 15:20:00,991.98,31.56,305.42,10.74,27.81,46.44,12.92,33.53,8.14,13.02,1128.46,3.59,5.76,127.80
25.08.2016 15:30:00,991.91,31.84,305.71,11.11,28.07,47.18,13.24,33.94,8.35,13.35,1127.21,2.77,5.00,106.10
25.08.2016 15:40:00,991.80,31.75,305.63,11.47,28.89,46.94,13.56,33.38,8.55,13.67,1127.28,2.68,4.96,109.90
25.08.2016 15:50:00,991.72,31.67,305.56,11.39,28.86,46.73,13.49,33.24,8.50,13.60,1127.51,3.62,5.56,110.50
25.08.2016 16:00:00,991.57,31.54,305.44,11.48,29.25,46.39,13.57,32.82,8.56,13.68,1127.79,3.27,5.60,99.70
25.08.2016 16:10:00,991.46,31.72,305.63,11.69,29.36,46.86,13.76,33.10,8.68,13.88,1126.91,3.02,5.16,108.60
25.08.2016 16:20:00,991.41,32.00,305.91,11.89,29.29,47.61,13.95,33.67,8.80,14.07,1125.74,2.60,4.34,119.90
25.08.2016 16:30:00,991.31,31.85,305.77,11.47,28.72,47.21,13.56,33.65,8.55,13.68,1126.35,4.23,6.89,138.60
25.08.2016 16:40:00,991.21,31.82,305.75,11.63,29.08,47.13,13.71,33.42,8.65,13.83,1126.28,2.64,5.00,156.70
25.08.2016 16:50:00,991.15,31.82,305.76,11.25,28.36,47.13,13.37,33.76,8.43,13.49,1126.36,3.71,5.28,135.90
25.08.2016 17:00:00,991.08,31.76,305.70,11.00,27.98,46.97,13.14,33.83,8.29,13.26,1126.60,3.11,5.84,148.20
25.08.2016 17:10:00,990.98,31.71,305.66,10.93,27.93,46.84,13.08,33.76,8.25,13.20,1126.69,3.50,6.28,149.80
25.08.2016 17:20:00,990.94,31.67,305.62,11.48,29.03,46.73,13.57,33.16,8.56,13.69,1126.59,2.80,4.80,148.50
25.08.2016 17:30:00,990.93,31.72,305.68,12.09,30.15,46.86,14.13,32.73,8.92,14.26,1126.15,2.86,4.88,134.80
25.08.2016 17:40:00,990.93,31.92,305.88,11.68,29.01,47.40,13.75,33.65,8.68,13.88,1125.57,2.99,4.96,165.40
25.08.2016 17:50:00,990.85,31.67,305.63,11.54,29.15,46.73,13.62,33.11,8.60,13.75,1126.46,3.06,4.70,179.00
25.08.2016 18:00:00,990.81,31.54,305.51,11.80,29.87,46.39,13.86,32.53,8.74,13.98,1126.79,2.18,4.08,182.10
25.08.2016 18:10:00,990.71,30.97,304.94,11.75,30.76,44.91,13.81,31.10,8.72,13.94,1128.81,2.05,3.28,191.00
25.08.2016 18:20:00,990.76,30.15,304.12,11.34,31.36,42.86,13.44,29.42,8.48,13.57,1132.08,2.31,4.68,187.00
25.08.2016 18:30:00,990.77,29.76,303.72,11.16,31.70,41.91,13.29,28.62,8.38,13.41,1133.62,2.17,3.40,185.60
25.08.2016 18:40:00,990.83,29.44,303.40,11.09,32.14,41.15,13.22,27.92,8.34,13.35,1134.91,2.10,3.24,190.90
25.08.2016 18:50:00,990.90,29.19,303.14,10.99,32.39,40.56,13.14,27.42,8.29,13.26,1135.97,2.24,3.36,188.50
25.08.2016 19:00:00,990.90,28.97,302.92,11.00,32.81,40.05,13.14,26.91,8.29,13.26,1136.80,1.98,2.60,192.90
25.08.2016 19:10:00,990.97,28.72,302.66,11.07,33.46,39.47,13.21,26.26,8.33,13.33,1137.79,2.39,3.32,197.20
25.08.2016 19:20:00,991.06,28.57,302.51,11.24,34.13,39.13,13.35,25.77,8.42,13.48,1138.39,2.38,3.48,198.20
25.08.2016 19:30:00,991.13,28.37,302.30,11.41,34.91,38.68,13.50,25.18,8.52,13.62,1139.16,2.41,3.40,202.10
25.08.2016 19:40:00,991.18,28.05,301.97,11.68,36.21,37.97,13.75,24.22,8.67,13.87,1140.33,2.86,4.20,199.00
25.08.2016 19:50:00,991.26,27.62,301.54,11.91,37.70,37.03,13.96,23.07,8.81,14.08,1141.96,2.61,4.32,195.70
25.08.2016 20:00:00,991.39,27.35,301.25,12.11,38.81,36.45,14.15,22.30,8.92,14.27,1143.05,3.08,4.56,197.10
25.08.2016 20:10:00,991.53,27.34,301.23,12.37,39.50,36.43,14.39,22.04,9.08,14.51,1143.14,3.24,5.00,199.30
25.08.2016 20:20:00,991.63,27.12,301.00,12.53,40.45,35.96,14.55,21.41,9.17,14.67,1144.03,3.42,4.76,195.10
25.08.2016 20:30:00,991.69,26.91,300.79,12.59,41.10,35.52,14.60,20.92,9.21,14.72,1144.88,3.21,5.36,195.60
25.08.2016 20:40:00,991.74,26.64,300.51,12.61,41.81,34.96,14.62,20.34,9.22,14.74,1145.96,2.52,4.60,191.00
25.08.2016 20:50:00,991.74,26.13,300.00,12.62,43.11,33.93,14.63,19.30,9.22,14.75,1147.91,1.19,2.24,173.50
25.08.2016 21:00:00,991.71,25.56,299.43,12.59,44.52,32.80,14.60,18.20,9.21,14.73,1150.07,1.38,2.80,164.70
25.08.2016 21:10:00,991.73,25.36,299.23,12.57,44.98,32.41,14.58,17.83,9.20,14.70,1150.88,1.31,2.58,184.10
25.08.2016 21:20:00,991.71,25.16,299.03,12.56,45.49,32.03,14.57,17.46,9.19,14.69,1151.63,1.60,2.72,191.90
25.08.2016 21:30:00,991.68,24.93,298.80,12.56,46.11,31.60,14.57,17.03,9.19,14.69,1152.48,1.76,2.72,190.10
25.08.2016 21:40:00,991.60,24.70,298.58,12.57,46.80,31.17,14.59,16.58,9.20,14.71,1153.27,2.13,3.18,191.70
25.08.2016 21:50:00,991.63,24.55,298.43,12.60,47.30,30.89,14.61,16.28,9.22,14.73,1153.88,2.10,3.06,196.70
25.08.2016 22:00:00,991.62,24.39,298.27,12.60,47.74,30.59,14.61,15.99,9.21,14.73,1154.49,2.34,3.26,208.40
25.08.2016 22:10:00,991.60,24.21,298.09,12.59,48.25,30.27,14.60,15.66,9.21,14.73,1155.16,2.43,3.16,207.80
25.08.2016 22:20:00,991.60,24.09,297.97,12.59,48.58,30.05,14.60,15.45,9.21,14.72,1155.63,2.63,3.48,205.90
25.08.2016 22:30:00,991.58,23.86,297.74,12.59,49.26,29.64,14.60,15.04,9.21,14.72,1156.50,2.49,3.54,200.90
25.08.2016 22:40:00,991.58,23.63,297.51,12.58,49.92,29.23,14.59,14.64,9.20,14.72,1157.40,2.46,3.44,202.70
25.08.2016 22:50:00,991.59,23.37,297.25,12.55,50.62,28.78,14.57,14.21,9.19,14.69,1158.44,2.46,3.52,204.10
25.08.2016 23:00:00,991.58,23.21,297.09,12.54,51.07,28.50,14.55,13.94,9.18,14.68,1159.06,2.70,3.80,206.10
25.08.2016 23:10:00,991.58,23.01,296.89,12.51,51.59,28.16,14.53,13.63,9.16,14.65,1159.85,2.52,3.40,206.40
25.08.2016 23:20:00,991.56,22.72,296.60,12.49,52.44,27.67,14.51,13.16,9.15,14.63,1160.98,2.47,3.32,200.10
25.08.2016 23:30:00,991.52,22.43,296.31,12.48,53.31,27.18,14.49,12.69,9.14,14.62,1162.08,2.39,3.52,198.70
25.08.2016 23:40:00,991.48,22.14,296.02,12.46,54.19,26.71,14.47,12.24,9.13,14.60,1163.18,2.31,3.28,198.30
25.08.2016 23:50:00,991.56,21.95,295.83,12.45,54.81,26.40,14.47,11.93,9.13,14.59,1164.02,2.43,3.32,201.00
26.08.2016 00:00:00,991.56,21.77,295.65,12.43,55.31,26.11,14.44,11.67,9.11,14.57,1164.74,2.42,3.28,196.30
26.08.2016 00:10:00,991.56,21.57,295.45,12.41,55.92,25.80,14.42,11.37,9.10,14.55,1165.54,2.11,2.80,202.70
26.08.2016 00:20:00,991.56,21.37,295.24,12.39,56.55,25.48,14.41,11.07,9.09,14.53,1166.34,1.89,2.96,204.40
26.08.2016 00:30:00,991.62,21.33,295.20,12.39,56.67,25.42,14.41,11.01,9.09,14.53,1166.57,2.00,2.88,207.50
26.08.2016 00:40:00,991.51,21.27,295.15,12.37,56.82,25.33,14.39,10.94,9.08,14.51,1166.69,2.00,3.20,199.30
26.08.2016 00:50:00,991.47,20.95,294.83,12.34,57.82,24.83,14.36,10.47,9.06,14.48,1167.92,1.93,3.48,186.20
26.08.2016 01:00:00,991.51,20.62,294.50,12.29,58.83,24.33,14.32,10.02,9.03,14.44,1169.30,2.06,2.88,185.00
26.08.2016 01:10:00,991.43,20.38,294.26,12.20,59.36,23.98,14.23,9.74,8.98,14.36,1170.20,2.06,3.16,190.20
26.08.2016 01:20:00,991.40,20.17,294.06,12.15,59.91,23.67,14.18,9.49,8.94,14.30,1171.03,2.20,2.88,195.60
26.08.2016 01:30:00,991.40,20.20,294.09,12.05,59.43,23.71,14.09,9.62,8.89,14.21,1170.95,2.16,2.76,190.60
26.08.2016 01:40:00,991.35,20.18,294.07,12.00,59.32,23.68,14.05,9.63,8.86,14.17,1170.99,2.02,2.76,194.60
26.08.2016 01:50:00,991.35,20.12,294.01,11.93,59.23,23.59,13.98,9.62,8.82,14.10,1171.26,2.04,3.04,191.00
26.08.2016 02:00:00,991.33,19.93,293.82,11.85,59.65,23.32,13.91,9.41,8.77,14.03,1172.02,1.59,2.20,190.80
26.08.2016 02:10:00,991.38,19.80,293.69,11.82,60.00,23.13,13.88,9.25,8.75,14.00,1172.62,1.63,3.00,193.20
26.08.2016 02:20:00,991.35,19.80,293.69,11.80,59.90,23.13,13.86,9.28,8.74,13.98,1172.59,2.54,4.16,160.30
26.08.2016 02:30:00,991.33,19.70,293.59,11.77,60.15,22.99,13.83,9.16,8.72,13.95,1172.98,2.74,4.04,156.90
26.08.2016 02:40:00,991.30,19.21,293.10,11.74,61.92,22.30,13.81,8.49,8.71,13.93,1174.92,2.27,3.80,160.70
26.08.2016 02:50:00,991.25,18.38,292.27,11.69,64.97,21.17,13.75,7.42,8.68,13.88,1178.23,1.67,3.16,158.20
26.08.2016 03:00:00,991.24,17.62,291.51,11.66,68.04,20.18,13.73,6.45,8.66,13.85,1181.31,1.45,2.88,151.00
26.08.2016 03:10:00,991.25,17.70,291.59,11.58,67.35,20.29,13.66,6.62,8.62,13.78,1181.03,2.40,4.50,143.80
26.08.2016 03:20:00,991.29,18.18,292.07,11.47,64.85,20.91,13.56,7.35,8.55,13.68,1179.17,3.15,4.32,154.70
26.08.2016 03:30:00,991.30,17.85,291.74,11.42,66.02,20.48,13.52,6.96,8.53,13.64,1180.54,3.07,4.61,154.60
26.08.2016 03:40:00,991.29,17.51,291.40,11.39,67.29,20.04,13.49,6.56,8.51,13.61,1181.92,2.59,4.20,140.70
26.08.2016 03:50:00,991.33,17.62,291.51,11.50,67.30,20.18,13.58,6.60,8.57,13.70,1181.48,2.01,4.04,123.70
26.08.2016 04:00:00,991.32,17.73,291.62,11.47,66.74,20.32,13.56,6.76,8.55,13.68,1181.03,1.14,2.42,119.70
26.08.2016 04:10:00,991.33,17.75,291.64,11.46,66.60,20.35,13.55,6.80,8.55,13.67,1180.97,1.50,3.04,139.80
26.08.2016 04:20:00,991.36,18.13,292.01,11.34,64.50,20.84,13.44,7.40,8.48,13.56,1179.51,2.86,3.92,150.50
26.08.2016 04:30:00,991.43,18.15,292.03,11.30,64.24,20.87,13.41,7.46,8.45,13.52,1179.53,3.15,4.12,152.20
26.08.2016 04:40:00,991.45,18.24,292.12,11.30,63.90,20.99,13.41,7.58,8.46,13.53,1179.19,2.65,4.04,165.90
26.08.2016 04:50:00,991.45,18.01,291.89,11.28,64.73,20.69,13.39,7.30,8.44,13.50,1180.13,2.83,4.04,173.60
26.08.2016 05:00:00,991.46,17.64,291.51,11.23,66.05,20.21,13.35,6.86,8.42,13.46,1181.66,2.15,3.12,186.90
26.08.2016 05:10:00,991.48,17.65,291.52,11.18,65.76,20.22,13.30,6.92,8.38,13.41,1181.67,2.55,4.00,181.00
26.08.2016 05:20:00,991.45,17.85,291.73,11.14,64.80,20.48,13.27,7.21,8.37,13.38,1180.83,2.55,3.80,177.70
26.08.2016 05:30:00,991.45,17.86,291.74,11.11,64.60,20.49,13.24,7.25,8.35,13.35,1180.81,1.62,2.72,172.50
26.08.2016 05:40:00,991.51,17.43,291.30,11.07,66.23,19.94,13.21,6.73,8.33,13.32,1182.64,1.44,2.32,171.10
26.08.2016 05:50:00,991.57,16.65,290.51,11.04,69.43,18.98,13.18,5.80,8.31,13.29,1185.91,1.37,2.36,176.90
26.08.2016 06:00:00,991.57,16.91,290.77,11.15,68.80,19.30,13.28,6.02,8.37,13.39,1184.80,0.85,1.60,192.10
26.08.2016 06:10:00,991.61,17.89,291.75,11.14,64.62,20.53,13.27,7.26,8.36,13.38,1180.86,1.54,2.38,203.40
26.08.2016 06:20:00,991.65,18.81,292.67,11.15,61.04,21.75,13.28,8.47,8.37,13.39,1177.19,2.34,3.78,184.00
26.08.2016 06:30:00,991.69,18.70,292.56,11.22,61.76,21.60,13.34,8.26,8.41,13.45,1177.65,2.20,3.48,188.50
26.08.2016 06:40:00,991.70,18.30,292.16,11.38,63.98,21.07,13.48,7.59,8.50,13.59,1179.22,1.76,2.52,199.80
26.08.2016 06:50:00,991.75,17.94,291.79,11.46,65.80,20.59,13.55,7.04,8.54,13.66,1180.70,1.81,2.78,193.00
26.08.2016 07:00:00,991.82,18.05,291.89,11.59,65.92,20.74,13.67,7.07,8.62,13.78,1180.28,1.78,2.84,186.40
26.08.2016 07:10:00,991.78,18.34,292.19,11.79,65.57,21.12,13.85,7.27,8.73,13.96,1178.98,1.75,3.16,189.70
26.08.2016 07:20:00,991.70,19.09,292.95,11.95,63.26,22.13,14.00,8.13,8.83,14.12,1175.79,1.26,2.68,193.00
26.08.2016 07:30:00,991.67,19.91,293.77,12.11,60.72,23.29,14.14,9.15,8.92,14.26,1172.40,1.06,2.36,183.90
26.08.2016 07:40:00,991.62,20.61,294.48,12.14,58.27,24.32,14.17,10.15,8.94,14.29,1169.54,1.68,3.36,171.70
26.08.2016 07:50:00,991.59,21.19,295.06,12.21,56.52,25.20,14.24,10.96,8.98,14.36,1167.16,1.80,3.52,173.20
26.08.2016 08:00:00,991.61,21.80,295.67,12.38,55.04,26.16,14.40,11.76,9.08,14.52,1164.71,2.26,3.64,158.70
26.08.2016 08:10:00,991.54,22.28,296.16,12.56,54.10,26.94,14.57,12.36,9.19,14.70,1162.65,2.32,4.34,164.20
26.08.2016 08:20:00,991.51,22.86,296.74,12.72,52.79,27.90,14.73,13.17,9.29,14.86,1160.27,2.14,3.32,161.40
26.08.2016 08:30:00,991.54,23.52,297.40,12.88,51.24,29.04,14.88,14.16,9.39,15.01,1157.66,2.03,3.26,156.00
26.08.2016 08:40:00,991.58,23.96,297.84,12.87,49.88,29.81,14.87,14.94,9.38,15.00,1155.99,2.35,3.92,147.00
26.08.2016 08:50:00,991.59,24.57,298.45,13.02,48.57,30.92,15.02,15.90,9.48,15.15,1153.57,2.11,3.36,150.70
26.08.2016 09:00:00,991.58,24.76,298.64,13.00,47.95,31.28,15.00,16.28,9.46,15.12,1152.83,2.76,3.84,150.50
26.08.2016 09:10:00,991.48,25.15,299.04,13.18,47.40,32.01,15.17,16.84,9.57,15.30,1151.13,2.73,3.96,152.90
26.08.2016 09:20:00,991.44,25.63,299.53,13.18,46.06,32.94,15.17,17.77,9.57,15.30,1149.24,2.90,5.12,167.20
26.08.2016 09:30:00,991.42,26.26,300.16,13.18,44.40,34.19,15.18,19.01,9.58,15.31,1146.79,2.69,4.80,169.80
26.08.2016 09:40:00,991.37,26.65,300.55,13.02,42.94,34.98,15.02,19.96,9.48,15.15,1145.31,2.47,3.90,204.90
26.08.2016 09:50:00,991.36,27.00,300.91,13.25,42.69,35.71,15.24,20.46,9.62,15.38,1143.87,2.22,3.36,168.90
26.08.2016 10:00:00,991.32,27.32,301.23,13.21,41.79,36.38,15.20,21.18,9.60,15.34,1142.62,2.99,4.32,160.70
26.08.2016 10:10:00,991.29,27.77,301.68,13.39,41.19,37.35,15.39,21.97,9.71,15.52,1140.80,2.17,4.24,167.20
26.08.2016 10:20:00,991.20,27.95,301.87,13.17,40.18,37.75,15.17,22.58,9.57,15.30,1140.11,3.35,5.40,149.50
26.08.2016 10:30:00,991.14,28.02,301.95,13.05,39.70,37.90,15.05,22.85,9.50,15.18,1139.82,2.95,5.12,146.90
26.08.2016 10:40:00,991.08,28.42,302.35,13.19,39.14,38.79,15.18,23.61,9.58,15.32,1138.18,3.00,5.40,145.00
26.08.2016 10:50:00,991.07,28.55,302.49,13.10,38.62,39.08,15.09,23.99,9.53,15.23,1137.72,3.34,5.16,135.00
26.08.2016 11:00:00,991.00,28.81,302.75,12.97,37.72,39.68,14.97,24.71,9.45,15.10,1136.72,3.21,5.30,135.20
26.08.2016 11:10:00,990.93,28.98,302.93,12.72,36.74,40.07,14.72,25.35,9.29,14.86,1136.10,3.18,4.92,147.70
26.08.2016 11:20:00,990.84,29.48,303.44,12.67,35.59,41.24,14.68,26.56,9.27,14.81,1134.14,3.52,5.82,146.70
26.08.2016 11:30:00,990.81,29.72,303.68,12.60,34.94,41.81,14.61,27.20,9.22,14.75,1133.24,3.15,5.68,138.40
26.08.2016 11:40:00,990.83,30.00,303.96,12.31,33.74,42.49,14.34,28.15,9.05,14.47,1132.33,3.67,5.72,153.40
26.08.2016 11:50:00,990.78,30.19,304.15,12.31,33.36,42.96,14.33,28.63,9.05,14.46,1131.57,2.84,5.76,122.70
26.08.2016 12:00:00,990.68,30.43,304.40,12.20,32.68,43.55,14.23,29.32,8.98,14.37,1130.60,2.46,4.92,117.70
26.08.2016 12:10:00,990.60,30.70,304.68,12.03,31.81,44.23,14.07,30.16,8.88,14.20,1129.58,2.58,4.36,136.80
26.08.2016 12:20:00,990.61,31.10,305.08,12.19,31.44,45.24,14.22,31.02,8.98,14.36,1128.04,2.21,3.88,135.80
26.08.2016 12:30:00,990.67,31.29,305.27,11.60,29.90,45.73,13.67,32.06,8.63,13.80,1127.64,3.22,5.44,144.20
26.08.2016 12:40:00,990.67,31.41,305.39,11.68,29.86,46.05,13.75,32.30,8.68,13.88,1127.16,3.17,4.84,145.90
26.08.2016 12:50:00,990.62,31.64,305.62,11.64,29.39,46.65,13.71,32.94,8.65,13.84,1126.27,3.04,4.68,116.30
26.08.2016 13:00:00,990.56,31.98,305.97,11.39,28.37,47.56,13.49,34.06,8.52,13.62,1125.04,2.91,4.54,144.90
26.08.2016 13:10:00,990.47,31.97,305.97,11.34,28.28,47.53,13.44,34.09,8.48,13.57,1125.00,2.82,4.76,131.80
26.08.2016 13:20:00,990.45,32.48,306.48,11.64,28.04,48.92,13.72,35.20,8.66,13.85,1122.98,2.30,3.68,156.50
26.08.2016 13:30:00,990.35,32.73,306.74,11.45,27.29,49.61,13.54,36.07,8.55,13.67,1122.02,2.50,4.84,124.20
26.08.2016 13:40:00,990.29,32.63,306.64,10.95,26.55,49.33,13.10,36.23,8.27,13.23,1122.51,2.97,4.48,124.90
26.08.2016 13:50:00,990.18,32.99,307.02,10.56,25.36,50.34,12.77,37.57,8.06,12.89,1121.21,2.72,4.64,136.90
26.08.2016 14:00:00,990.07,33.09,307.13,10.47,25.07,50.62,12.69,37.93,8.01,12.82,1120.75,2.18,4.44,125.50
26.08.2016 14:10:00,989.96,33.18,307.23,10.47,24.94,50.88,12.69,38.19,8.01,12.82,1120.30,3.60,6.32,126.70
26.08.2016 14:20:00,989.90,33.44,307.49,11.19,25.79,51.62,13.31,38.31,8.41,13.45,1119.01,3.26,4.72,145.50
26.08.2016 14:30:00,989.84,33.51,307.57,10.71,24.87,51.82,12.89,38.93,8.14,13.02,1118.87,3.00,4.88,153.00
26.08.2016 14:40:00,989.83,33.43,307.49,10.81,25.15,51.59,12.98,38.62,8.19,13.11,1119.11,2.24,4.18,125.40
26.08.2016 14:50:00,989.74,33.98,308.05,10.52,23.93,53.20,12.73,40.47,8.04,12.86,1117.11,1.27,3.32,134.50
26.08.2016 15:00:00,989.70,34.16,308.23,10.49,23.64,53.73,12.70,41.03,8.02,12.83,1116.42,2.45,3.92,142.40
26.08.2016 15:10:00,989.64,34.23,308.31,10.57,23.68,53.94,12.77,41.17,8.07,12.91,1116.07,2.95,4.28,151.60
26.08.2016 15:20:00,989.68,34.10,308.17,10.48,23.70,53.55,12.69,40.86,8.02,12.82,1116.62,2.84,4.72,145.70
26.08.2016 15:30:00,989.55,34.15,308.23,10.56,23.77,53.70,12.77,40.94,8.06,12.90,1116.26,2.31,4.18,153.50
26.08.2016 15:40:00,989.51,34.18,308.27,10.65,23.87,53.79,12.84,40.95,8.11,12.98,1116.08,2.42,3.52,137.20
26.08.2016 15:50:00,989.53,34.22,308.31,10.73,23.94,53.91,12.91,41.01,8.15,13.04,1115.93,2.11,3.44,146.40
26.08.2016 16:00:00,989.52,34.29,308.38,10.88,24.09,54.12,13.04,41.08,8.24,13.18,1115.60,2.17,3.72,131.20
